_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptItemList,rewardsReceiptStatus,totalSpent,userId
5ffcef5a0a720f0515004f1a,,,2021-01-11 19:37:46.000,2021-01-11 19:37:46.000,2021-01-11 19:37:46.000,2021-01-11 19:37:46.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffe23d70a7214ad280068f6,,,2021-01-12 17:33:59.000,2021-01-12 17:33:59.000,2021-01-12 17:33:59.000,2021-01-12 17:33:59.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffe18b10a7214ad280003d1,,,2021-01-12 16:46:25.000,2021-01-12 16:46:25.000,2021-01-12 16:46:25.000,2021-01-12 16:46:25.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffcef630a720f05150050ae,,,2021-01-11 19:37:55.000,2021-01-11 19:37:55.000,2021-01-11 19:37:55.000,2021-01-11 19:37:55.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffce7ae0a7214ad4e001851,,,2021-01-11 19:05:01.000,2021-01-11 19:05:01.000,,2021-01-11 19:05:01.000,,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffce8150a7214ad4e0030a3,,,2021-01-11 19:06:44.000,2021-01-11 19:06:44.000,,2021-01-11 19:06:44.000,,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe20290a720f05ac004a84,,,2021-01-12 17:18:17.000,2021-01-12 17:18:17.000,2021-01-12 17:18:17.000,2021-01-12 17:18:17.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1c520a7214ad2800245c,,,2021-01-12 17:01:54.000,2021-01-12 17:01:54.000,2021-01-12 17:01:54.000,2021-01-12 17:01:54.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1b630a7214ad28001c79,,,2021-01-12 16:57:55.000,2021-01-12 16:57:55.000,2021-01-12 16:57:55.000,2021-01-12 16:57:55.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffce8250a720f0515003510,,,2021-01-11 19:07:01.000,2021-01-11 19:07:01.000,,2021-01-11 19:07:01.000,,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe1fa40a7214ad2800427f,,,2021-01-12 17:16:04.000,2021-01-12 17:16:04.000,2021-01-12 17:16:04.000,2021-01-12 17:16:04.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffce78c0a7214ad4e001045,,,2021-01-11 19:04:27.000,2021-01-11 19:04:27.000,,2021-01-11 19:04:27.000,,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe23cf0a720f05ac006cc2,,,2021-01-12 17:33:51.000,2021-01-12 17:33:51.000,2021-01-12 17:33:51.000,2021-01-12 17:33:51.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffcef570a720f0515004e91,,,2021-01-11 19:37:43.000,2021-01-11 19:37:43.000,2021-01-11 19:37:43.000,2021-01-11 19:37:43.000,,,2021-01-11 19:00:00,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330
5ffce8000a7214ad4e002b57,,,2021-01-11 19:06:22.000,2021-01-11 19:06:22.000,,2021-01-11 19:06:22.000,,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5fff26c20a7214ad4c00000a,5,All-receipts receipt bonus,2021-01-13 11:58:42.000,2021-01-13 11:58:42.000,2021-01-13 11:58:43.000,2021-01-13 11:58:48.000,2021-01-13 11:58:43,5.0,2021-01-12 19:00:00,2,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '29.00', 'itemPrice': '29.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 2}",FINISHED,29.00,5fff26bfb3348b03eb45bb32
5fff0f630a7214ad28006e2d,5,All-receipts receipt bonus,2021-01-13 10:18:59.000,2021-01-13 10:18:59.000,2021-01-13 10:19:00.000,2021-01-13 10:19:00.000,2021-01-13 10:19:00,55.0,2021-01-13 10:18:59,1,"{'barcode': '043000066706', 'description': 'Jell-O Jigglers Star Wars Strawberry/Berry Blue Mold Kit, 6 pc', 'finalPrice': '0.99', 'itemPrice': '0.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,0.99,5fff0f4fb3348b03eb45abb0
5fff56370a720f05f3000033,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 15:21:11.000,2021-01-13 15:21:11.000,2021-01-13 15:21:12.000,2021-01-13 15:21:12.000,2021-01-13 15:21:12,50.0,2021-01-12 15:21:11,1,"{'barcode': '043000000175', 'description': 'MAXWELL HOUSE International Cafe Flavor Instant Coffee Caffeine Dutch Chocolate Mint Bag 8.5 OZ 004300000017', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.00,54943462e4b07e684157a532
5fff4ca00a7214ad4c000029,,,2021-01-13 14:40:16.000,2021-01-13 14:40:16.000,2021-01-13 14:40:17.000,2021-01-13 14:40:17.000,2021-01-13 14:40:17,800.0,2021-01-12 14:40:16,9,"{'barcode': '043000082294', 'description': 'MAXWELL HOUSE Ground Decaf Original 58.6oz', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'MAXWELL HOUSE KEURIG COFFEE PODS', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,89.91,5fff4beedf9ace121f0c17ea
5fff26ee0a720f05f300001a,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-13 11:59:26.000,2021-01-13 11:59:26.000,2021-01-13 11:59:26.000,2021-01-13 11:59:26.000,2021-01-13 11:59:26,25.0,2021-02-13 11:59:26,1,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.00,5fff2698b3348b03eb45bb10
5fff4c910a720f05f3000026,,,2021-01-13 14:40:01.000,2021-01-13 14:40:01.000,2021-01-13 14:40:02.000,2021-01-13 14:40:02.000,2021-01-13 14:40:02,250.0,2020-12-29 19:00:00,5,"{'barcode': '043000955628', 'description': 'Kool-Aid Unsweetened Drink Mix Cherry, 0.13 OZ', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'KOOL-AID POWDERED DRINK MIX', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,49.95,5fff4beedf9ace121f0c17ea
5ffe17e20a720f05ac0000e7,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-12 16:42:58.000,2021-01-12 16:42:58.000,,2021-01-13 11:00:54.000,,750.0,2021-01-11 19:00:00,1,"{'barcode': '072785048119', 'brandCode': 'GERM-X', 'competitiveProduct': True, 'description': 'Germ-X Hand Sanitizer - Original', 'discountedItemPrice': '2.29', 'finalPrice': '2.29', 'itemPrice': '2.29', 'originalReceiptItemText': 'Germ-X Fresh Hand Sanitizer with Pump - 8 fl oz', 'partnerItemId': '0', 'priceAfterCoupon': '2.29', 'quantityPurchased': 1, 'rewardsGroup': 'SUAVE HAND SANITIZER', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",REJECTED,2.29,5ffe115404929101d0aaebb2
5fff561b0a720f05f300002e,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 15:20:43.000,2021-01-13 15:20:43.000,2021-01-13 15:20:45.000,2021-01-13 15:20:45.000,2021-01-13 15:20:45,1750.0,2021-01-13 15:20:43,1,"{'barcode': '043000206515', 'description': 'Jell-O Pudding & Pie Filling Cook & Serve Chocolate, 3.4 Oz', 'finalPrice': '10', 'itemPrice': '10', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,10.00,5fff561abd4dff11dda8fa2b
5fff26fd0a720f05f300001d,5,All-receipts receipt bonus,2021-01-13 11:59:41.000,2021-01-13 11:59:41.000,,2021-01-13 11:59:41.000,2021-01-13 11:59:41,2005.0,2021-01-12 11:59:41,1,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FLAGGED,1.00,5fff2698b3348b03eb45bb10
5fff26fb0a7214ad4c000019,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-13 11:59:39.000,2021-01-13 11:59:39.000,2021-01-13 11:59:41.000,2021-01-13 11:59:45.000,2021-01-13 11:59:41,35.0,2021-01-12 11:59:39,1,"{'barcode': '079400066619', 'competitiveProduct': True, 'description': 'SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612', 'finalPrice': '1', 'itemPrice': '1', 'needsFetchReview': False, 'originalMetaBriteBarcode': '080878042197', 'partnerItemId': '1', 'pointsEarned': '10.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'rewardsGroup': 'SUAVE HAIR CARE', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4', 'targetPrice': '800', 'userFlaggedBarcode': '079400066619'}",FINISHED,1.00,5fff2698b3348b03eb45bb10
5fff564a0a7214ad4c000030,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 15:21:30.000,2021-01-13 15:21:30.000,2021-01-13 15:21:30.000,2021-01-13 15:21:30.000,2021-01-13 15:21:30,50.0,2021-01-12 15:21:30,1,"{'barcode': '043000061978', 'description': 'GEVALIA Espresso Roast Regular Whole Bean Coffee 7 OZ Bag', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'GEVALIA KAFFE GROUND COFFEE', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.00,5fff55dabd4dff11dda8f5f1
5fff4c8e0a720f05f3000025,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 14:39:58.000,2021-01-13 14:39:58.000,2021-01-13 14:39:58.000,2021-01-13 14:39:58.000,2021-01-13 14:39:58,50.0,2021-01-12 14:39:58,1,"{'barcode': '044700071533', 'description': 'OSCAR MAYER Fun Pack Pepperoni Kabobble 8 oz', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'LUNCHABLES LUNCH COMBINATIONS - FUN PACK', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.00,5fff4beedf9ace121f0c17ea
5fff4c810a720f05f3000023,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 14:39:45.000,2021-01-13 14:39:45.000,2021-01-13 14:39:46.000,2021-01-13 14:39:46.000,2021-01-13 14:39:46,250.0,2021-01-12 14:39:45,1,"{'barcode': '025800026302', 'description': 'SMART ONES Flavorful Asian Inspirations Orange Sesame Chicken 9 oz. Box', 'finalPrice': '10', 'itemPrice': '10', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,10.00,5fff4beedf9ace121f0c17ea
5fff4c8a0a7214ad4c000025,5,All-receipts receipt bonus,2021-01-13 14:39:54.000,2021-01-13 14:39:54.000,2021-01-13 14:39:55.000,2021-01-13 14:39:55.000,2021-01-13 14:39:55,5.0,2021-01-10 01:00:00,5,"{'barcode': '021000007660', 'competitiveProduct': True, 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO STRING OR STICK CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,49.95,5fff4beedf9ace121f0c17ea
5fff4c8c0a7214ad4c000026,5,All-receipts receipt bonus,2021-01-13 14:39:56.000,2021-01-13 14:39:56.000,2021-01-13 14:39:57.000,2021-01-13 14:39:57.000,2021-01-13 14:39:57,5.0,2021-01-02 01:00:00,5,"{'barcode': '070085035006', 'competitiveProduct': True, 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': ""TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT"", 'rewardsProductPartnerId': '5332f5f3e4b03c9a25efd0ae'}",FINISHED,49.95,5fff4beedf9ace121f0c17ea
5fff564d0a720f05f3000038,,,2021-01-13 15:21:33.000,2021-01-13 15:21:33.000,2021-01-13 15:21:33.000,2021-01-13 15:21:33.000,2021-01-13 15:21:33,250.0,2021-01-10 01:00:00,5,"{'barcode': '686924820858', 'description': 'OSCAR MAYER 98% Fat-Free Turkey Breast Shaved 9 OZ 068692482085', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'OSCAR MAYER LUNCH MEAT', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,49.95,5fff55dabd4dff11dda8f5f1
5fff26cb0a7214ad4c00000e,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 11:58:51.000,2021-01-13 11:58:51.000,2021-01-13 11:58:53.000,2021-01-13 11:58:53.000,2021-01-13 11:58:53,295.0,2021-01-12 11:58:51,2,"{'barcode': '798813118547', 'description': 'DEGREE CLINICAL PROTECTION MOTION SENSE ANTIPERSPIRANT DEODORANT REGULAR PLASTIC CONTAINER IN BOX 1.7 OZ', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '10.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'DEGREE DEODORANT', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4', 'targetPrice': '800'}",FINISHED,2.00,5fff2698b3348b03eb45bb10
5fff4ca90a720f05f300002a,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 14:40:25.000,2021-01-13 14:40:25.000,2021-01-13 14:40:26.000,2021-01-13 14:40:26.000,2021-01-13 14:40:26,100.0,2021-01-13 14:40:25,1,"{'barcode': '021000068159', 'description': 'KRAFT Trios Snackfulls Monterey Jack Cheeses, Dried Apples, Granola Clusters,2.25 oz', 'finalPrice': '0.99', 'itemPrice': '0.99', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'KRAFT TRIOS SNACKFULLS', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,0.99,5fff4beedf9ace121f0c17ea
5fff0f8c0a7214ad28006e32,5,All-receipts receipt bonus,2021-01-13 10:19:40.000,2021-01-13 10:19:40.000,2021-01-13 10:19:40.000,2021-01-13 10:19:40.000,2021-01-13 10:19:40,305.0,2021-01-12 10:19:40,1,"{'barcode': '021000648863', 'description': 'KRAFT Brand Dressing Pourable Blue Cheese Dressing, 128 Ounce', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,1.00,5fff0f4fb3348b03eb45abb0
5fff26990a720f05f300000b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 11:58:01.000,2021-01-13 11:58:01.000,2021-01-13 12:13:04.000,2021-01-13 12:13:04.000,2021-01-13 11:58:04,750.0,2021-01-11 19:00:00,5,"{'barcode': '013562300631', 'description': ""Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz"", 'discountedItemPrice': '50.00', 'finalPrice': '50.00', 'itemNumber': '013562300631', 'itemPrice': '50.00', 'needsFetchReview': True, 'needsFetchReviewReason': 'POINTS_GREATER_THAN_THRESHOLD', 'originalMetaBriteQuantityPurchased': 1, 'partnerItemId': '1', 'pointsNotAwardedReason': 'Action not allowed for user and CPG', 'pointsPayerId': '5332f5f3e4b03c9a25efd0ae', 'quantityPurchased': 5, 'rewardsGroup': ""ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE"", 'rewardsProductPartnerId': '5332f5f3e4b03c9a25efd0ae'}",FINISHED,50.00,5fff2698b3348b03eb45bb10
5fff26c40a720f05f3000014,5,All-receipts receipt bonus,2021-01-13 11:58:44.000,2021-01-13 11:58:44.000,2021-01-13 11:58:45.000,2021-01-13 11:58:49.000,2021-01-13 11:58:45,5.0,2021-01-12 19:00:00,3,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '22.00', 'itemPrice': '22.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 3, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '22.00', 'userFlaggedQuantity': 3}",FINISHED,22.00,5fff26bfb3348b03eb45bb32
5fff26d70a7214ad4c00000f,5,All-receipts receipt bonus,2021-01-13 11:59:03.000,2021-01-13 11:59:03.000,2021-01-13 11:59:09.000,2021-01-13 11:59:09.000,2021-01-13 11:59:03,5.0,2021-01-12 11:59:03,2,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.00,5fff2698b3348b03eb45bb10
5fff26c60a7214ad4c00000c,5,All-receipts receipt bonus,2021-01-13 11:58:46.000,2021-01-13 11:58:46.000,2021-01-13 11:58:46.000,2021-01-13 11:58:51.000,2021-01-13 11:58:46,5.0,2021-01-12 19:00:00,1,"{'barcode': '4011', 'finalPrice': '22.00', 'itemPrice': '22.00', 'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'userFlaggedBarcode': '4011', 'userFlaggedDescription': '', 'userFlaggedNewItem': True, 'userFlaggedPrice': '22.00', 'userFlaggedQuantity': 1}",FINISHED,22.00,5fff26bfb3348b03eb45bb32
5fff0f990a7214ad28006e36,45,COMPLETE_PARTNER_RECEIPT,2021-01-13 10:19:53.000,2021-01-13 10:19:53.000,2021-01-13 10:19:55.000,2021-01-13 10:19:55.000,2021-01-13 10:19:55,50.0,2021-01-12 10:19:53,1,"{'barcode': '029000023666', 'description': 'PLANTERS Peanuts Cocoa 4 OZ', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'PLANTERS PEANUTS', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.00,54943462e4b07e684157a532
5fff566e0a720f05f300003f,5,All-receipts receipt bonus,2021-01-13 15:22:06.000,2021-01-13 15:22:06.000,2021-01-13 15:22:06.000,2021-01-13 15:22:06.000,2021-01-13 15:22:06,5.0,2021-01-08 01:00:00,5,"{'barcode': '043000078488', 'competitiveProduct': True, 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SWISS MISS CAFÉ', 'rewardsProductPartnerId': '5e825d64f221c312e698a62a'}",FINISHED,49.95,5fff55dabd4dff11dda8f5f1
5fff26f10a7214ad4c000018,,,2021-01-13 11:59:29.000,2021-01-13 11:59:29.000,,2021-01-13 11:59:29.000,,8700.0,2021-02-13 11:59:29,10,"{'barcode': '034100573065', 'description': 'MILLER LITE 24 PACK 12OZ CAN', 'finalPrice': '29', 'itemPrice': '29', 'partnerItemId': '1', 'pointsEarned': '870.0', 'pointsPayerId': '5332f709e4b03c9a25efd0f1', 'quantityPurchased': 1, 'rewardsGroup': 'MILLER LITE 24 PACK', 'rewardsProductPartnerId': '5332f709e4b03c9a25efd0f1', 'targetPrice': '77'}",FLAGGED,290.00,5fff2698b3348b03eb45bb10
5fff4c710a7214ad4c00001d,5,All-receipts receipt bonus,2021-01-13 14:39:29.000,2021-01-13 14:39:29.000,2021-01-13 14:39:31.000,2021-01-13 14:39:31.000,2021-01-13 14:39:31,5.0,2020-12-31 14:39:29,1,"{'barcode': '022174070214', 'description': 'CJN INJ & LSN GLD GRLN KIT BOX 1 CT', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,1.00,54943462e4b07e684157a532
5fff562e0a720f05f300002f,5,All-receipts receipt bonus,2021-01-13 15:21:02.000,2021-01-13 15:21:02.000,2021-01-13 15:21:03.000,2021-01-13 15:21:03.000,2021-01-13 15:21:03,5.0,2020-12-31 15:21:02,1,"{'barcode': '022174070214', 'description': 'CJN INJ & LSN GLD GRLN KIT BOX 1 CT', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,1.00,54943462e4b07e684157a532
5fff4c960a720f05f3000027,,,2021-01-13 14:40:06.000,2021-01-13 14:40:06.000,2021-01-13 14:40:07.000,2021-01-13 14:40:07.000,2021-01-13 14:40:07,91.2,2021-01-12 14:40:06,4,"{'barcode': '043000071182', 'description': 'GEVALIA Cold Brew Iced Coffee Concentrate, House Blend - 32 fl oz', 'finalPrice': '4.55', 'itemPrice': '4.55', 'partnerItemId': '1', 'pointsEarned': '22.8', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'GEVALIA KAFFE COLD BREW COFFEE CONCENTRATE', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,18.20,5fff4beedf9ace121f0c17ea
5fff4c7d0a720f05f3000022,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13 14:39:41.000,2021-01-13 14:39:41.000,2021-01-13 14:39:42.000,2021-01-13 14:39:42.000,2021-01-13 14:39:42,750.0,2021-01-12 14:39:41,1,"{'barcode': '043000062760', 'description': 'JELL-O Jigglers Ohio State University Mold Kit with Strawberry Flavor JELL-O', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,1.00,5fff4c7d61ffa811fdb0856f
6000b8770a720f05f3000069,5,All-receipts receipt bonus,2021-01-14 16:32:39.000,2021-01-14 16:32:39.000,2021-01-14 16:32:41.000,2021-01-14 16:32:41.000,2021-01-14 16:32:41,5.0,2021-01-01 16:32:39,1,"{'barcode': '022174070214', 'description': 'CJN INJ & LSN GLD GRLN KIT BOX 1 CT', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,1.00,54943462e4b07e684157a532
